text,sentiment
مباراة كبيرة بين إتحاد طنجة و المغرب التطواني في ديربي الشمال رتم سريع في اللقاء صراحة مباراة ممتعة,pos
الحب كلو بالتوفيق,pos
كلنا في انتضار الاميرة,neu
مبارة الاهلي السعودي قمة تستحق المشاهدة,pos
كل مافينا يمرض عندما تمرض أرواحنا,neu
صحيح ان هناك فرق كبير,pos
حين غفل المسلمون عن الاسلام سلط الله عليهم عدوهم ولن ينتصروا عليه قبل أن يرجعوا إلى الإسلام,neg
لاللتطبيع,neg
ا ملخص مبارة الاهلي السعودي الوصل الاماراتي,neu
آمين الله بحفضك,pos
دعوة حب,pos
الوقت مايرخص قدر غالي الناس بأفعالها تخسر قدرها,neg
أسوأ الفترات هي التي يكون فيها حزنك بينك و بين روحك لا أحد يعلم ما في داخلك لأنك لم تبح و يحسب أنك في نعيم,neg
و تحياتي لاهل الجزائر,pos
يارب يقني وحسن ظن فيك يامن له خير كله وليس له شر كله يارب رضيت رضيت رضيت,pos
إنها لا تعي ما تقول لأنها مجنونة والمجنون رفع عنه القلم,neg
الجهلة والأغبياء يسخرون مما لا يستطيعون فعله,neg
حر ية شخصية لكن لأسف في مجتمع ليرحم ليعرف معنا حرية شخصية,neg
المهارة في الخياطة البيع الملابس,pos
قولوا أني لست رجل أو أيا كان لكنى أكملت الآن الحلقة الأخيرة من مسلسل أبو العروسة و إدا بالدموع في عيني سلام,neg
صلى الله عليه وسلم,pos
هدف الاول في مرمى الاتحاد السكندي كاس زايد للاندية الابطال,neu
أعجبتني,pos
أنا كل ما نويت أنسى ليك ذكرى ترجعني,neu
بصحتك شفتيها,pos
أجمعين طال عمرك,pos
هذه السيدة وطنيتها حرة مغربية حتى النخاع,pos
وا أسفاه على دولة إسلامية تزهق فيها أرواح الأبرياء,neg
كل شيء يأتي بالسعي إلا النصيب فهو الشيء الوحيد الذي يسعى إليك,pos
كوني انت بجمالك بعيوبك بملامحك التي تميزك لا احد يشبهك فريدة من نوعك طوري ذاتك وارتقي بمعلوماتك,pos
أحمد عصيد الرائع,pos
في الوقت البدل الضائع,neu
كاين اللي بعيد عليك ويتمنى لك الخير,pos
لا نعرف اليأس ولا التعب لأجل أحبابنا نتحمل الصعاب,pos
شوفو الأناقة يا ناس,pos
جائزه نوبل للوفاء والتحدي تمنح وبكل افتخار لفانز النجمه سهيلة,pos
أنا الاول و احب المركز الأول,pos
اختطاف نهب قتل حرق اذا لم يكن كل هذا سعيا في الأرض بالفساد فماهو اذا,neg
وقتاش بدات هاذ الحصة آخر من يعلم كي العادة,neu
رفع الله قدركم,pos
بعد دقائق فقط يبدأ البرنامج شكووون راهو متحمس,neu
دابا السؤال المطروح مازال ماجوبتيش عليه جاوبني الله يرحم الوليدين,pos
البث المباشر للبرنامج هنا,neu
ثم إن عينيك تقول الحب يبقى شابا حينما يشيب كل شيء,pos
شوفو جمال الحب ربي يحفظها,pos
من الخطئ ان نحكم على شخص بمجرد قراءة العنوان بدون ان نتطرق الى محتوى الموضوع,neg
اتمنى الشفاء لكل مرضى السرطان وان يحفظ الجميع من هذا المرض يارب,pos
بارعة في كل شي,pos
هل هناك امل في ان تحتل بلدنا مراكز متقدمة في النمو والتطور مستقبلا,pos
صباح الخير شكر خاص لاعضاء وعضوات الشبيبة الاستقلالية الذي زارو ابنتي سيدرة عامر للاطمئنان على حالتها الصحية,pos
كلام منطقي تستحق الكثير,pos
بارك الله فيك ورفع قدرك,pos
خيالك يرسم البسمه على شفاهي وياخذني الى آخر مدى في الكون وطن عمري,pos
سهيلة الجمال والثقافة مشاء الله هاذي هي الفنانة الوحيدة لي تشرف الجزائر,pos
موهوووووبة كل شي فيها رائع,pos
التطبيع مع العدو خيانة بكل حذافرها والخائن لا يؤتمن عليه لا للتطبيع,neg
معشوقتي السوداء,pos
تصبحين علي خير يا قلبي ليلة سعيدة واحلام جميلة,pos
شرفتينا سهيلة الحلقة كانت جد رائعة و لي محليها وجودك فيها,pos
أكيد كانت جد رائعة و كأنها عندها خبرة سنين برافو عليها تجربة جديدة عليها و نجحت فيها بامتياز,pos
إسرائيل تضغط علي السعودية للاعتراف بها وإقامة علاقات دبلوماسية معها علنا او الضغط علي اترامب لإتهام ولي العهد محمد بن سلمان بقتل خاشقجي,neu
اللهم سواريز ولا بواتينغ الفاشل,neg
سلمكي الله منكل سوء,pos
رحمها الله واسكنها فسيح جنانه,pos
بارك الله فيكي حبيبتي الغالية وجزاكي الله خيرا,pos
بما في ذلك الحجاب الشرعي,neu
هل يوجد إعادة للبرنااامج,neu
اجمعين بارك الله فيك,pos
امين يارب العالمين,pos
والله ياريت نكون مخطئين انا الشك بدا يساورني,neu
حشومة عليك,neg
لكي الحق أن تعتزي بأعمالك ولنا الحق أن نفرح معكي سهيلة توب حالة فانزك اليوم,pos
الله يخفف ما نزل,pos
في انتظار توجيه بلاغ لقناة الأولى,neu
كنز اغلى من الذهب,pos
مساء الورد وياسمين علي اخي خضر الله يسعدك في دارين,pos
تفكير سليم من سيدة مغربية ماأحوجنا لأمثالك سيدتي الجزاء ليس فقط في بناء المساجد بل أيضا في الاستثمار في العقول البشرية,pos
أروع ماقرأت عن عيد الحب تحياتي لك استاذة احسان الفقيه,pos
كلامك غير صحيح لاني عندما أناقش الشخص اناقش افكاره ومعارفه وليس شكله واسمه ومن يكون,neg
ليس على الكل للاسف هناك من تقاعده لايكفي حتى لثمن زيارة طبية واحدة,neg
وباقي العناصر جزااكم الله خيرا جد فرحة وانا اتابع رحلتكم الهادفة لتدفئة أطفال منطقة أغبار وادخال الفرحة على قلوبهم,pos
القضاء يوافق علي اعدام الدكتور سلمان العوده خلال ايام بدعوي دعمه الارهاب حسبي الله ونعم الوكيل,neg
المغرب تسحب سفيرها من السعودية المغرب توقف مشاركتها مع السعودية في غزو اليمن,neg
المغرب شكرا جزيلا على موقفكم النبيل السعودية وحلفائها لا يستحقون الدعم في غزو اليمن,pos
أحسن مدينة في نظري من حيث العقليات والتضحية مع الابناء خصوصا في الدراسة وكايتقاتلوا مع ولادهم دون انتظار مقابل هي فاس,pos
حال التعليم من سيء الى أسوء بفعل غياب الارادة الفعلية لاصلاحه وغياب اليات المراقبة,neg
دقيقة صمت على روح الفقيد جمال البقالي,pos
شاركنا آخر مقولة قرأتها وأعجبتك,pos
تعطي احداث فوق ما تستحق ولا تبحث عن قيمتك في أعين الناس إبحث عنها في ضميرك فإذا ارتاح الضمير ارتفع المقام,pos
كاين فرق بين العتاب و نكد,neg
رغم كل ماحصل معي مازال مافقدتش الأمل,pos
كلام معقول واتفق معه,pos
بنادم حتى كيمرض عاد كيعرف راسو شحال ضعيف ولا شيء,neg
بخصوص نهائي آسيا قلبا و طقالبا مع قطر بالتوفيق لهم,pos
سمعت هاد الموسيقى ودازو ليا الدموع وأنا عرف علاش بكيت ولكن ما نقدرش نعبر,neu
ان كان المطبعون عرب مسلمون حقا التطبيع مع الكيان الصهيوني المحتل هو حرام من الكبائر بنص الآية الكريمة,neg
نطالب من المحسنين ترميم المدارس والحجرات الدراسية,pos
اللهم زد بحياتي الأشخاص الطموحين الناجحين رغم كل الظروف الأشخاص اللي أستمد قوتي من قوتهم وصبرهم,pos
نجحت بامتياز ربي يوفقها من نجاح لنجاح,pos
نريد ملاحظاتك عن المباراه,neu
الله يحفظ,pos
قال الشيخ ابن عثيمين رحمه الله من آداب الدعاء أن يلح الإنسان في الدعاء ويكرر,pos
طبعا أضاعه,neg
اللهم ما أصبح بي من نعمة أو باحد من خلقك فمنك وحدك لا شريك لك فلك الحمد ولك الشكر,pos
وانت من اهل الخير,pos
هذه القدس مهد الأنبياء تلعنكم لعنة طول الأزل تلعنكم باسم كل الديانات السماوية وجميع الرسل تلعنكم باسم الشهداء,neg
من المترشح الذي ترى فيه املا لتغيير الجزائر الى الافضل,pos
لا تجرح طفلا ذاكرة الصغار لا تنسى الصفعات الصغيرة,pos
الله يجعل كل أوقاتك سعيدة اخي,pos
والله يعلم وأنتم لا تعلمون,neu
نحن لسنا مختلفون عن الغرب ولكن مختلفون عن الإسلام وما تخلفنا عن العالم إلا بعد تفريطنا في ديننا,neg
لا تتحدى إنسانا ليس لديه ما يخسره,neu
ساعات متواصلة بدون كلل ولا ملل,pos
الوطن ليس جغرافيا الوطن هو قيمة الحب و الكرامة والفداء و العدل الوطن ثبات على المبدأ في ضجة البائعين وتشبث بال,pos
أحيانا تجعلنا الحياه ندفع ثمن طيببتنا أكثر مما ندفع ثمن أخطأنا,neg
صباح الخير أيها العالم,pos
أصبحنا وأصبح الملك لله والحمد لله ولاإلاه إلا الله وحده لاشريك له له الملك وله الحمد وهو على كل شيء قدير,pos
ماعدت أثق ف أحد أبد إحساسي المخذول مات,neg
اللهم آمين وانت داعى ولك المثل واكثر يارب العالمين,pos
كلام عميق,pos
اللهم اني اسالك العفو والعافيه لي ولأحبتي,pos
لا إله إلا الله واستغفر الله لذنبي وللمؤمنين والمؤمنات والمسلمين والمسلمات الأحياء منهم والأموات,pos
يارب منا الدعاء واليك الإجابة,pos
كلنا من أجل إطلاق قناة تلفزيونية خاصة بفريقينا الغالي الرجاء الرياضي مثل كافة الأندية الأوروبية والعالمية,pos
كانوا معايا هاد الصباح في البرنامج الأسبوعي مع على,neu
جزاك الله خير ورفع قدرك,pos
وما أكثرهم للأسف,neg
التعليم والتعلم والتدريس افضل مليون مرة من تشري بعض الشقق باش تسكن بعض اشخاص,pos
أرح قلبك وروحك ومسمعك مع تلاوة عطرة د عبد الله المطرود,pos
منظر جميل,pos
افتخر جدا اني كنت احد طالباتك دكتورة ابتسام ولن انسى كم استمتعت واستفدت خلال تلك السنوات ألف مبروك تستاهلين دكتورة,pos
باش تلقى خدمة بحال هاكا خاصك دمر عليها و تستاهالها فأو روبا ولا فالمغرب,pos
كم حاجة قضيناها بتركها,neu
حتى حنا كنوجهوا ليها مليار و مليون شكرا شكرا شكرا,pos
عندما تسمو الركاكة,neg
هاد الصهد خاااادع,neu
اوديييي محضرتوش ليا فاش كنت قدو,neu
لالالا للعهدة الخامسة,neg
فعلا شخص يستحق كل الاحترام,pos
ورغم ما في طريق الحلم من تعب عند الوصول سننسى ذلك التعب,pos
كل التقدير للسيدة التي تبرعت بجزئ من مالها الخاص في خدمة المصلحة العامة و اتمنى ان تكون حافز لاثرياء المغرب للانفاق,pos
شتان بين مواطن يتبرع من ماله الخاص للمصلحة العامة ومسؤول يسرق أموال و يبحث عن امتيازات لأهداف شخصية,neg
فعلا قطعة نقدية رائعة تستحق الجائزة,pos
يعنيني لأنني أحب الشعب الجزائري ولدي اصدقاء كثر هناك والقضايا العربية تعنيني كلها,pos
الصورة متداولة في تويتر أختي كل ما أرجو من الله أن يحفظ الدول العربية ويبعد عنها من يريد تخريبها,pos
الحقيقة هي أن بوتفليقة سينجح في الانتخابات كالعادة وكل قنواتكم تطبل له رغم عجزه,neg
عندما تسلبي ارادتك فلست حرة أبدا,neg
حسب رأي أن حلول ريال مدريد أصبحت تتعلق بي المايسترو لوكا مودريتش,pos
هو كذالك أخي,pos
الحرية السطحية نعم أما الواقع شيء آخر اعرف عن بلدك الكثير ولا تدعين ما لا يدعيه العرب ا,neu
علاش بالعكس كانت تهبل رأيك ونحترموه على كل حال انشاء الله تقنعك في الحلقات القادمة,pos
لقاء جميل جمعنا بمعالي محمد الأعرج وزير الثقافة و الاتصال المغربي في المعرض الدولي للكتاب الدورة بالدار البيضاء,pos
إنا لله وإنا إليه راجعون اللهم أرحم والدنا العزيز محمدو ولد الليله برحمتك الواسعة وتجاوز عنه وأسكنه فسيح جناتك,pos
ظروفي النفسية سيئة استحملوني لحد ما ربنا ياخدني,neg
الحلي المغربية بهجة النفوس و سحر العيون,pos
تعادل بطعم الهزيمة للرجاء,neg
أنا من نفس البلد وهذا ما نشرته الصحف,neu
منظر جميل جدا وطبيعي,pos
الكورة بتحب بوطيب والله,pos
تذكير بصيام الأيام البيض ابتداء من غدا الإثنين,neu
هل أقدر اجد متعايش مغربي يريد زواج,neu
أشهد أن لا اله الا ألله وشهد ان احمد رسول ألله صلى الله وعليه وسلم,pos
الحمد لله على كل حال ربي يدوم الصحة والعافية انشاء الله على الجميع,pos
تم الوداد ولا شيء غير الوداد حب لا ينقطع,pos
هاذا هو فكر الخوارج الجهلة الباغين,neg
والوووو الوداد ولا غير,neu
كانت حلقة ولا أروع ولا أمتع,pos
فكر أكثر من مرة,neu
قالوا يوما أو بعض يوم ومن ثم عادوا إلى نومتهم مرة أخرى إلى حد الساعة في سبات نائمون,neu
فهو لم يذهب ولم يأكلوا شيئا من الطعام لأنه أصلا رجع من باب الكهف ولكن أكثركم لا يعلمون,neu
ما اجمل براءة الصغر,pos
اللهم إنا نسألك موجبات رحمتك وعزائم مغفرتك والسلامة من كل إثم والغنيمة من كل بر والفوز بالجنة والنجاة من النار,pos
من حقنا ان نفتخر,pos
تستاهل اضعافها و تستاهل كل الخير,pos
ترتيب الوداد بعد الفوز على الفتح الرباطي ب,neu
السعودية مملكة داعش اكبر خطر يهديد الامة العربية والاسلامية في العالم السعودية هي مركز وقلب الارهاب في العالم,neg
المعتوه لا يضخ المليارات من الدولارات لصالح بلاده,neg
رحم الله الفقيد,pos
لماذا الشعب رافض الرئس بوتفليقة الإدارة فاشلة العدالة غائبة والأحكام لا تنفد الصحة مريضة,neg
في حالة إستمرار لعبهما قطعا الفريق سيقصى من كأس الملك و رابطة الأبطال الحقير سولاري لم يعطي نصف,neu
الله يهدي حكامك العرب هذا ما أستطيع قوله وإن شاء الله تتحرر فلسطين,pos
كذب شبيبة القبائل لا تشارك في كأس العرب وهذا منذ بدايتها لأن كأس العرب بطولة مال وليست بطولة ألقاب,neg
إبداع النحت على الخشب شيء جميل ومذهل,pos
ادا كان لك شعب بدون فكر لن تستطيع ان تبني به مجد الاجيال ابدا,neu
اخطاء البعض ترسم نهايات البعض,neu
هؤلاء هم خطر علا البلاد,neg
الحراك إنزلاق خطير من أعداء الجزائر,neg
كلية بنمسيك تفتتح أول ماستر دولي متخصص في السياسات الثقافية والإدارة الثقافية,neu
نوال الزغبي فنانه يعشقها المسرح وما فيه يستغنى عنها,pos
أكاديميون وباحثون يتدارسون إشكالية الاندماج المغاربي في الدار البيضاء,neu
مااجمل ان نكون نشتغل في انفسننا لا يهم احد سوى رضى الله لا يهمنا من حبنا او كرهنا,pos
باش يرجعوه للميدان الفني,neu
أمسية أكثر من رائعه مع أحد الأصدقاء,pos
كل واحد و مكتابه,neu
باش تكون برلماني لو تنتخب عدة دورات خصك تكون راجل و واقف مع الناس لي تينتخبوك,neu
الطيبة ليست غباء بل حسن تربية,pos
من حقكم أن تفتخروا بهذا الحارس الكبير,pos
زائد اللي جاب أي كتابة كايلصقها لشي شخصية تاريخية أو يدير شي تصويرة لا تمث للموضوع العبثية,neu
ملي ولا العثماني رئيس للحكومة فإن كلشي ممكن الحدوث,neu
راه غا كايعلمهم أهم درس فالحياة,neu
علاش ماعجباتكش,neu
واش غايدوزوا الكتابي و الشفوي,neu
جات هاد التغريدة مع الاذان,neu
مابقت فاهم والو,neu
مايؤلم الإنسان هو أن يموت بيد من يقاتل لأجلهم,neg
قانون الغاب الغلبة للأقوى,neg
الأمل مجرد وهم,neg
غا قولي فين الخطا,neu
مزيان حتى هادي فكرة,pos
أحياني على الطبقة الكادحة,neg
إنها بكل الألوان تتعايش معنا,neu
هادشي اللي عطى مولانا,neu
الله اذكرك بالخير,pos
تعليق رائع جدا,pos
الانترنت أعظم اختراع بشري,pos
الله اعمرها دار مسكين,pos
موحال ايديرها العثماني,neu
لقد قضيت حياتي كلها أقاوم الرغبة في إنهائها,neu
داك السيد ولد الناس,pos
للأسف ماعندي ماندير ليك,neg
واخا ماعرفتوش ولكن باين فيه ولد الناس,pos
لحظات من التأمل في هذا المنظر حققت لي الهدوء والتوازن و دفعت في نفسي قوة هائلة لمواصلة الطريق,pos
ياسين بونو داير ماتش واعر,pos
الذين يسافرون يتغيرون تتغير نظرتهم للحياة تتغير فكرتهم عن الرفاهية عن رائحة الهواء عن معنى الراحة و ربما عن الإنتماء,pos
لا أعلم مصدر الضوء في منزلنا أعتقد أنه قلب أمي,pos
وبعض الكلمات خلقت لتقال مره واحده لشخص واحد ثم لا يكون لها معنى بعدها,pos
ما أعظم أن يستطيع الإنسان أن يخفي مشاعره حتى عندما تنازعه نفسه لتفجيرها بعيون دامعة إنكسارا لأجل صمت أنيق,pos
ما شاء الله شرحه جميييل ومفيد وفيه معلومات ما كنا نعرفها,pos
نتمنى نشوف مبارة كبيرة تطغى فيها كرة القدم عن اي شيء ويكون الفور للأفضل,pos
كن سببا في جعل شخص اخر يؤمن بوجود الخير في الناس,pos
من اعتاد أن يوزع الورد فسيبقى شيء من العطر بيده,pos
لم تكن جميلة تماما لكنها كانت مثل الفن لا ينبغي أن يكون جميلا على الدوام ولكن يجب أن يجعلك تشعر بشيء,pos
الرضا نسمات تمر على القلب تلطفه و تخبرنا أن هنيئا لنا ما نحن فيه,pos
مدينتي الحبيبة افران صور ارسلت الي اليوم للإشارة درجة الحرارة الان,pos
حقيقة الأشخاص حولنا لا يعلمها إلا الله لذلك قل دائما اللهم دلني على من أراد بي خيرا ودله علي وإصرفني عمن أراد بي شرا وأصرفه عني,pos
اعتقد بأن الإحساس الأروع في العالم أن يكون المرء مطمئنا مطمئن لا أكثر لا يشعر بالخوف او الريبة لا تعتليه الشكوك او الضيقة مطمئن فحسب,pos
الوداد وكفى,neu
اللهم جنبنا رفاق السوء اللهم سلمنا من الاشرار اناء الليل واطراف النهار في الاعلان والاسرار واهدنا لما تحبه منا واغفر لنا ياغفار,pos
وليكن ما تريد يا سيدي,pos
الحديث مع الغرباء مريح جدا,pos
ذمتي متألقة يا استاذة,pos
هاذ النهار زوين و غدا حتى هو غادي يكون زوين و السيمانة كلها اتكون زوينة,pos
غايجي واحد الوقت و غادي نحقق فيه كاع داكشي لي كانتمناه حيت حتى حاجة ما مستحيلة,pos
مع لعزيمة الكل ممكن,pos
من أجمل ما قرأت,pos
اللهم إني اسألك طمأنينة دائمة وشغفا لا ينقطع,pos
على كثر الظروف المتهاوية علينا لا زالت نفوسنا رحبه وضحكاتنا حاضره,pos
اللهم بشرني بفرحه تسر خاطري للأبد,pos
أحب الحديث معك رغم أني لا أملك ما أقوله أحيانا,pos
حاول جاهدا في جميع علاقاتك إن لم تكن خيرا لا تكن شرا,pos
عندما تعيش لتسعد الاخرين سيبعث الله لك من يعيش ليسعدك,pos
ربي يدير لك لفيها الخير,pos
نعم علينا أن نشجع مثل هذه المواهب التي هي مفخرة لنا جميعا و هذا الطفل سبق له أن ظهر في برامج تلفزيونية مغربية,pos
فعلا الطفل ايدر من الأشخاص الذين يستحقون الإشادة والتنويه,pos
حقا رواية رائعة جدا ليس لها وصف,pos
شكرا اختي كنت ابحث عن كتاب شيق فقد أوشكت إنهاء كتابي انهض بذاتك وبدوري انصحك بقراءته,pos
أنا من النوع الذي يقرأ عدة كتب في نفس الآن بسبب طباعي المشاكسة لكني أنصاع لقراءة كتابين شهريا واحد في تخصصي و الثاني ثقافة عامة,neu
رواية لها معان عميقة حسب فهمي لمراجعتك الرائعة استاذي محمود,pos
لم توضح اعتراضك على النقطة,neu
ليس بالغريب عنكم هذا رائع,pos
هل من لقاء مرتقب بمدينة اكادير ضمن برمجتكم وشكرا,pos
لا اظن ان الجزء الاول موجود على الشكل الالكتروني,neu
شكرا على توضيح,pos
الله يهدي ماخلق وصافي حتى شي وحدين مطيحين علينا الدل,neg
كلامي واضح ومفهوم مايحتاجش نترجم انا ماشي مترجمه,neg
لحسد ومايدير زريعة لقنب,neg
ايواا هادي خبار زينه,pos
بعد اداءه الى بقا في مستواه يقدر في اقرب فرصه يحترف,pos
كنهضر على الاصل ديالو ماقلتش زياش تزاد هنا,neu
ماشي غريب على ولاد مدينتي من زياش وزيد وزيد,neu
مزيدا من التألق ان شاء الله,pos
في مثل هذا اليوم توج المنتخب الوطني ببطولة إفريقيا للمحليين التي نظمت بالمغرب بعد الفوز على نظيره النيجيري برباعية نظيفة سجل منها حدراف هدفين و وهدف لكل من الكرتي و الكعبي في مباراة احتضنها المركب الرياضي محمد الخامس,pos
الوداد يا معذبهم,pos
بالتوفيق ل قطر,pos
مبروك لقطر لعقبه لكاس,pos
الحمدلله ماشي غي انا لي لاحظت هادشي,pos
رفض عرض الكفار وقبل عرض المسلمين الله على اخلاقك يا بنعطية,pos
مباراة المغرب والارجنتين ستلعب يوم مارس على أرضية ملعب محمد الخامس بالدارالبيضاء,neu
حنا ماشي عنصريين حنا شعب متعايش عزاز عليا اليهود المغاربة,pos
فال خير اساط راهم رابحين,pos
وفرو عليهم فلوس طيارة,neu
النحس الرجاء و نهضة بركان و حسنية أكادير في مجموعة واحدة,neg
هادي البدايه ومزال مزال,pos
مبروك التأهل,pos
تصبحون على واقع أجمل,pos
هنااا حطييت لجديد,neu
ايوا شكون بحالنا,neu
اودي نسكت حسن لي,neg
بنعطيه اساسي,neu
بوفال والمراوغات قصة حب لا تنتهي,pos
شكرا على التوضيح,pos
تصريحات عادية,neu
بزااف عليك مكاينش شي كلب قدك,neg
أفضل مدرب في إفريقيا رونار,pos
مابقينا فاهمين والو فهاد لبلاد,neg
اتكلو على الله,pos
اودي لا تستغرب مابقاتش المصداقيه في كلشي المجالات,neg
الله اعلم خصوصا مع فرقه صغيره,neg
كنظن صعيب يوافق,neu
كل واحد وميولاته ويوم تعلق عدل اسلووبك واحترم غيرك,pos
مجرد التفكير في أحلامنا يسعدنا فكيف إذا تحققت,pos
ايوااا لحمدوو الله مين هداهم الله ودخلوه,pos
صفحاتكم للأسف هي من تنشر هذه الاخبار,neg
سبق وصرح انه لا يريد مغادرة اجاكس في يناير,neu
طلب نادي الرجاء من النادي الأهلي السعودي منحه مليوني يورو للتخلي عن لاعب بدر بانون,neu
زوجة رونالدو ترتدي القفطان المغربي بحفل,neu
ضيع راسو براسو للأسف,neg
لاعب جيد وبالتوفيق له,pos
اول مره كنسمع عليها كتبان زوينه,pos
اللاعب مستمر مع ناديه لم يفسخ عقده,neu
كان من بين احسن المدافعين في المنتخب نتمنى له توفيق في اي دوري كان,pos
وضروري فينما شي مغربي انا معاه,pos
بنسبة لي لاعب عادي,neu
صافي بدات تعلن الحرب عليا من دبا,neg
ومازلت انتظر ان يهديني القدر هدية كهذه,pos
ليس تصغير ولا حقد فقط انا اتكلم بالمنطق,pos
كيرتكب الاخطاء بزاف,neg
وحتى لاننسى أن هناك مغاربة بعقول متنورة من نفس مكان و منطقة مقتل السائحتين قام مغربي إسمه عمر بإنقاد سائحة سويسرية من موت محقق,pos
واش ناس دير على بحال هادو بلا عقل مساكين,pos
لانك من طبيعتك انسان سافل و لي يدور على سفاله يلقاها الله يحرق لي امثالك شوهتو الدين الاسلامي,neg
الجمال جمال الاخلاق شنو ندير به الى هو زوين و اخلاقو,pos
واخيراا الاعلام قالها زينه,pos
ظلم كبيير ل زياش,neg
ولد خوه يمكن,neu
مباراة ممتعه وماشاء الله على زياش و مزراوي كالعاده اداء رااائع,pos
المغاربه وجزائريين دايما جايبين لعز,pos
اللهم انصر إخواننا في فلسطين,pos
وياه حتى انا بحالك فاش سمعتها تصدمت,neg
أسد من أسود الأطلس,pos
جعل الله يوم الجمعه لكم نورا وظهره سرورا وعصره إستبشارا ومغربه غفرانا وجعل لكم دعوة لا ترد ووهبكم رزقا لا يعد وفتح لكم بابا إلى الجنة لا يسد,pos
الف الف مبروووك ل رجااء,pos
بداية المباراة بالتوفيق للرجاء,pos
وزااايدها بساعة الصيفية في فصلالشتاء بغيت لك الغرق في الغرق,neg
فخرر المغرب,pos
حنا فرحانين كثر من المصريين,pos
عزائنا لأهالي ضحايا فاجعة القطار رحم الله الموتى والهم ذويهم الصبر والمصابون نسأل الله لهم الشفاء,pos
ان شاء الله في مباراة الغذ يعطو افضل مالديهم,pos
من حقك تعطي رأيك اخويا ولكن انا شفت مقارنة ب امرابط قديما اللاعب كان نااقص,neg
الحسد والحقد و النفاق والكذب,neg
دولتنا ليست دولة ديكتاتورية لحتى تشترط على شعبها الاسلام ف ديننا دين يسر لا دين عسر ونحن لسنا عنصريين بل نحن شعب متعايش,pos
ربي سود وجكم بسبب افعالكم,neg
عبييد من درجة الاولى الله ينعل فلووس لي تخلي بنادم يركع لهااد لقوم,neg
بسبب القرار الخاطئ تراجع مستواه,neg
الله يفرحهم,pos
شكرا ربي يخليك,pos
الشعوب الواعية لا تفرق بينهم لا سياسة ولا رياضة,pos
قمة الاخلاق,pos
كنتم الافضل احنااا معااكم في الحلووه والمره ندعمكم نساندكم,pos
من بعد ما شفت الوجه الثاني لبعض العرب الجهلاء المنافقين الخبيثين كنت أتمنى لو كانت الصورة حقيقية ويضربو راسهم مع أقرب حيط يلاااااه,neg
لا تصاحب إلا من يكتم سرك ويستر عيبك وينشر حسناتك ويطوي سيئاتك فإن لم تجده فلا تصاحب إلا نفسك,pos
بلادي يازين البلدان,pos
ولنا في القلب أمنيات إجعلها يارب واقعا يسعدنا,pos
مغاربة بالدم بالروح بالعرق نفديك يامغرب,pos
مدرب كبير ومثابر وطموح يستحق,pos
إذا جاءك المهموم أنصت وإذا جاءك المعتدر اصفح وإذا قصدك المحتاج انفق ليس المطلوب أن يكون في جيبك مصحف ولكن المطلوب أن تكون في أخلاقك آية,pos
انا كنشجع الفرقة ماشي البراهش,neg
مستهترين للاسف,neg
نعم أنا ضد هذه التقنية جملة وتفصيلا لأن أكبر مشاكلها هو التوقيت وهذا يؤثر سلبا,neg
يارب لك الحمد على هذا التقدم ستكون قصة كفاح كتبت بقلم الابداع الذي يصف التفاصيل باجمل طريقة متحمس لقراءتها عند نجاة البطل,pos
مرحبا بكم في هذا الفضاء وفكرة جيدة أن تكونوا على تواصل معنا وحتى يكون التواصل على أتم وجه أقترح أن يكون التغريد باللغة العربية واللغة الأمازيغية لأنهم اللغات الرسمية في مغربنا الحبيب,pos
اولا هذا ان دل يدل على نبلك و كرم اخلاقك و عظمة شخصيتك وروعة تفكيرك,pos
ربي يحفظك اخي الغالي كلامك دائما مايخجلني,pos
بالضبط هادا لي قصدت الله يصلح الحال,pos
ان شاء الله غيمة سوداء وتمر باذن الله و يعود لكم سالما مشافى وليست على الله بصعبة اللهم يا الله اشف عبدك و امده بالقوة والصحة,pos
هذه القصيدة للشاعر العباسي ابن الفارض,neu
الله الله على الروح الرياضية في ابهى حللها,pos
الله يقدرك على فعل الخير ختي فاطمة,pos
الله يدوزها على خير,pos
ان شاء الله غنعاودوها غدا,pos
ومن ينسى تلك البطولة,pos
الله ينجينا من هذه الاشكال التي بدات تنتشر كثيرا في مجتمعاتنا العتب على الاعلام الذي يستضيفهم ويجعلهم مشاهدون,pos
هذا الشخص يسعى لنشر الفتنة فقط فكل تغريداته محرضة على الفتن ومعاكسة للعقل البشري,neg
واو صراحة شيء جديد أرفع لك القبعة,pos
يعلم اننا عرب وكل الكتب تقول ذلك,neu
نتمنى من الله العلي القدير ان يشفيه شفاء تاما ويلبسه ثوب الصحة والقوة ولا يريكم فيه مكروها باذن الله,pos
متافق معاكم فهادا الشي كامل واكيد اي انسان في الدنيا غادي يسمح فكولشي ويتبع واليديه لكن كاينة حلول وسط باش الفرقة تحافظ على الاستقرار الفني ديالها السفري وجوده مهم في التواصل الفني مع اللعابة وتوضيح خطط المدرب الخوف الا ك,neu
هو مازال ماعندوش الامكانيات باش يكون مدرب لفرقة كبيرة بحال الراجا,neg
ربي يحفظك ويبارك فيك,pos
شكرا لك اختي اتشرف بمتابعتك,pos
اللهم امين ولك اختي الراقية,pos
يخرج بتعادل ايجابي من ارض اكادير بداية جيدة للنسور الخضر,pos
بالتوفيق لفريق الافضل تمثيل للمغرب خارجيا,pos
